id,taxonName
Q3016875,Dasyornis broadbenti
Q27075134,Terenura spodioptila
Q834627,Sturnornis albofrontatus
Q1589867,Lophozosterops goodfellowi
Q2673002,Turdoides gularis
Q3002232,Turdoides aylmeri
Q1086136,Camarhynchus parvulus
Q578835,Camarhynchus psittacula
Q605571,Tephrodornis gularis
Q2672674,Turdoides striata
Q2672779,Turdoides rufescens
Q3177489,Lophozosterops squamiceps
Q1589825,Turdoides squamiceps
Q840107,Symposiachrus trivirgatus
Q1301273,Thraupis palmarum
Q1586377,Turdoides altirostris
Q1923384,Zosterornis striatus
Q1930749,Turdoides reinwardtii
Q2667989,Turdoides rubiginosa
Q3177497,Lophozosterops pinaiae
Q1038415,Stachyridopsis ruficeps
Q1261835,Hypocnemoides maculicauda
Q1300554,Turdoides fulva
Q1590643,Turdoides affinis
Q3233141,Zosterornis whiteheadi
Q27075545,Trochalopteron milnei
Q976302,Camarhynchus pallidus
Q728336,Tiaris olivaceus
Q947248,Thraupis abbas
Q1091324,Turdoides plebejus
Q1092863,Cutia nipalensis
Q903968,Dendroplex picus
Q933231,Dicaeum bicolor
Q948684,Dicaeum igniferum
Q997454,Dicaeum hypoleucum
Q1543711,Dicaeum proprium
Q2742607,Dicaeum retrocinctum
Q3136313,Riparia diluta
Q517197,Dicaeum australe
Q606781,Dendrocolaptes certhia
Q1272878,Dendrocolaptes picumnus
Q1588839,Cyclarhis nigrirostris
Q3026820,Dicaeum vulneratum
Q3026821,Dicaeum vincens
Q1274502,Dendrocolaptes platyrostris
Q74106,Dicaeum concolor
Q590200,Dicaeum cruentatum
Q594998,Dicaeum monticolum
Q602806,Dicaeum everetti
Q1067137,Dicaeum annae
Q1274541,Cranioleuca pyrrhophia
Q2060964,Dicaeum quadricolor
Q2066661,Terpsiphone cinnamomea
Q785583,Dicaeum trigonostigma
Q73773,Dicaeum trochileum
Q1871298,Dicaeum pygmaeum
Q2668307,Dicaeum haematostictum
Q3026814,Dicaeum virescens
Q3726802,Terpsiphone batesi
Q3136320,Riparia chinensis
Q31874244,Cranioleuca weskei
Q522402,Dicaeum celebicum
Q1267444,Crax daubentoni
Q339470,Dicaeum nigrilore
Q538383,Dicaeum hirundinaceum
Q753431,Dendroplex kienerii
Q905057,Dicaeum erythrorhynchos
Q1302403,Dicaeum aeneum
Q1923708,Compsospiza garleppi
Q73836,Dicaeum sanguinolentum
Q31873706,Coeligena consita
Q875931,Dicaeum aeruginosum
Q1259105,Dendrocolaptes hoffmannsi
Q1441623,Dicaeum ignipectus
Q1923053,Terpsiphone atrochalybeia
Q1923059,Terpsiphone rufocinerea
Q1974598,Dicaeum nehrkorni
Q2669205,Dicaeum schistaceiceps
Q2982553,Cynanthus doubledayi
Q73776,Dicaeum maugei
Q73848,Dicaeum agile
Q795655,Dicaeum aureolimbatum
Q839235,Dendrocolaptes sanctithomae
Q1092295,Dicaeum chrysorrheum
Q1587296,Creurgops verticalis
Q1587319,Creurgops dentatus
Q1589557,Riparia cincta
Q1868513,Dicaeum anthonyi
Q1976187,Terpsiphone cyanescens
Q3026822,Dicaeum geelvinkianum
Q3026823,Dicaeum minullum
Q55111861,Coeligena conradii
Q228125,Coereba flaveola
Q479802,Abeillia abeillei
Q545683,Artamus insignis
Q1922945,Ptilorrhoa castanonota
Q1922988,Ptilorrhoa caerulescens
Q2224736,Symposiachrus guttula
Q2225245,Symposiachrus infelix
Q2225561,Xanthomixis zosterops
Q3181482,Symposiachrus leucurus
Q3316811,Poeoptera lugubris
Q339139,Euphagus cyanocephalus
Q794776,Artamus maximus
Q2676142,Tephrodornis sylvicola
Q3114731,Symposiachrus loricatus
Q3318494,Poeoptera kenricki
Q385548,Ensifera ensifera
Q1588033,Thraupis ornata
Q649084,Artamus personatus
Q795046,Artamus leucorynchus
Q1923310,Symposiachrus verticalis
Q3181389,Symposiachrus sacerdotum
Q900393,Artamus superciliosus
Q1033434,Artamus fuscus
Q1048674,Sturnia malabarica
Q1306431,Tephrodornis pondicerianus
Q1307860,Stachyridopsis pyrrhops
Q1587819,Coryphospingus cucullatus
Q1588082,Thraupis glaucocolpa
Q1589815,Tiaris obscurus
Q2193716,Thraupis cyanoptera
Q73919,Macronus flavicollis
Q1076571,Sturnia pagodarum
Q589245,Leiothrix lutea
Q939323,Artamus monachus
Q1310032,Malia grata
Q1310611,Woodfordia lacertosa
Q12267682,Stachyridopsis rodolphei
Q1922955,Ptilorrhoa leucosticta
Q1923187,Schistolais leucopogon
Q1923339,Symposiachrus browni
Q1923357,Symposiachrus manadensis
Q1923372,Symposiachrus barbatus
Q2073679,Peltops montanus
Q2223789,Sphecotheres hypoleucus
Q2224647,Symposiachrus brehmii
Q2226296,Woodfordia superciliosa
Q2718656,Stelgidopteryx ruficollis
Q2735005,Stelgidopteryx serripennis
Q3114747,Tiaris fuliginosus
Q267580,Artamus minor
Q795089,Artamus cinereus
Q1923171,Schistolais leontica
Q2225177,Symposiachrus axillaris
Q2494894,Tephrodornis affinis
Q2668333,Coryphospingus pileatus
Q3315578,Poeoptera stuhlmanni
Q25260099,Symposiachrus boanensis
Q27075613,Poeoptera sharpii
Q18880,Leiothrix argentauris
Q301701,Artamus mentalis
Q1588073,Thraupis sayaca
Q1588820,Sphecotheres vieilloti
Q1923422,Xanthomixis apperti
Q17592,Struthio camelus
Q3181860,Sphecotheres viridis
Q601632,Artamus cyanopterus
Q27075612,Hartlaubius auratus
Q1588090,Thraupis cyanocephala
Q2224582,Symposiachrus vidua
Q27075281,Ptilorrhoa geislerorum
Q27075615,Poeoptera femoralis
Q3577468,Coracina welchmani
Q3729636,Cyanomitra oritis
Q1282488,Nectarinia solaris
Q1318045,Nectarinia afra
Q22085036,Nectarinia jugularis
Q2667592,Coracina longicauda
Q30686679,Geospiza acutirostris
Q22085051,Nectarinia mariquensis
Q56896,Nectarinia johnstoni
Q55118761,Geospiza septentrionalis
Q646888,Incaspiza watkinsi
Q842317,Ploceus pelzelni
Q842532,Ploceus intermedius
Q902258,Ploceus batesi
Q906542,Ploceus vitellinus
Q938163,Ploceus capensis
Q1303370,Ploceus melanogaster
Q1304453,Ploceus benghalensis
Q1304606,Ploceus nelicourvi
Q1308767,Ploceus aurantius
Q1310484,Ploceus dichrocephalus
Q1310948,Ploceus spekeoides
Q743623,Ploceus baglafecht
Q906551,Ploceus xanthops
Q1303275,Ploceus heuglini
Q1311031,Ploceus weynsi
Q1311195,Ploceus golandi
Q374831,Ploceus alienus
Q678632,Ploceus xanthopterus
Q789977,Ploceus nigricollis
Q842310,Ploceus spekei
Q944413,Ploceus rubiginosus
Q1300418,Nemosia rourei
Q1306610,Ploceus manyar
Q1308645,Ploceus princeps
Q1310926,Ploceus grandis
Q244430,Ploceus luteolus
Q775228,Ploceus subaureus
Q918395,Incaspiza personata
Q1310015,Ploceus castanops
Q28836860,Lalage typica
Q769979,Ploceus ocularis
Q259706,Incaspiza laeta
Q639676,Ploceus nigerrimus
Q1304143,Ploceus nicolli
Q1304918,Ploceus olivaceiceps
Q1307705,Ploceus superciliosus
Q1308391,Ploceus temporalis
Q1308664,Ploceus bojeri
Q100869319,Pyriglena maura
Q28836437,Lalage melanoptera
Q241529,Ploceus jacksoni
Q287613,Ploceus castaneiceps
Q569247,Incaspiza ortizi
Q659005,Ploceus galbula
Q787215,Ploceus velatus
Q998572,Ploceus melanocephalus
Q1070285,Ploceus cucullatus
Q1306770,Ploceus angolensis
Q1307588,Ploceus sanctithomae
Q1304413,Ploceus tricolor
Q1311204,Ploceus katangae
Q790083,Ploceus bannermani
Q1301800,Lanio aurantius
Q1306918,Ploceus sakalava
Q1307794,Ploceus bertrandi
Q1310295,Ploceus taeniopterus
Q28836512,Lalage newtoni
Q31874259,Lalage leucoptera
Q28836810,Lalage polioptera
Q28836456,Lalage melaschistos
Q508261,Orchesticus abeillei
Q587412,Haematospiza sipahi
Q899711,Cyanicterus cyanicterus
Q282608,Eutrichomyias rowleyi
Q1424769,Donacobius atricapilla
Q942132,Chaetops frenatus
Q178830,Madanga ruficollis
Q10757981,Edolisoma tenuirostre
Q373172,Geocerthia serrana
Q660287,Eugralla paradoxa
Q901456,Damophila julie
Q1083101,Chlorophanes spiza
Q570697,Hypoedaleus guttatus
Q2470259,Drymocichla incana
Q2667555,Campochaera sloetii
Q1300715,Clypicterus oseryi
Q908582,Donacospiza albifrons
Q971196,Corcorax melanorhamphos
Q110257352,Dumetia atriceps
Q264854,Necropsar rodericanus
Q10757975,Edolisoma mindanense
Q526052,Myrmorchilus strigilatus
Q867965,Clibanornis dendrocolaptoides
Q27075114,Drymotoxeres pucheranii
Q28832183,Edolisoma coerulescens
Q10757972,Edolisoma incertum
Q610388,Neocichla gutturalis
Q1017132,Callacanthis burtoni
Q1043290,Deconychura longicauda
Q1060456,Cissopis leverianus
Q1587268,Chaetornis striata
Q1924213,Drepanorhynchus reichenowi
Q997389,Dinemellia dinemelli
Q7261494,Chlorophanes purpurascens
Q28813014,Clibanornis rubiginosus
Q28845577,Clibanornis erythrocephalus
Q550274,Gubernatrix cristata
Q1006068,Drymornis bridgesii
Q1587620,Chaetorhynchus papuensis
Q2226263,Dreptes thomensis
Q2525796,Cheramoeca leucosterna
Q28813055,Clibanornis rufipectus
Q28678077,Cyanolanius comorensis
Q278819,Orthogonys chloricterus
Q574607,Metopothrix aurantiaca
Q478497,Latoucheornis siemsseni
Q31874621,Deconychura typica
Q10757977,Edolisoma morio
Q55114833,Edolisoma insperatum
Q1305417,Dumetia hyperythra
Q28836570,Edolisoma ostentum
Q197959,Ifrita kowaldi
Q420627,Lamprolia victoriae
Q31874600,Deconychura pallida
Q31874718,Cichlocolaptes holti
Q10757979,Edolisoma schisticeps
Q868620,Compsothraupis loricata
Q905069,Dichrozona cincta
Q28831527,Edolisoma anale
Q10757968,Edolisoma ceramense
Q10757976,Edolisoma montanum
Q55114831,Edolisoma monacha
Q27075705,Chalcoparia singalensis
Q22085081,Nectarinia regia
Q3115176,Coracina schisticeps
Q3176516,Coracina dohertyi
Q1300638,Nectarinia famosa
Q2226273,Deleornis fraseri
Q2667581,Coracina larvata
Q264945,Xenopirostris xenopirostris
Q2960971,Coracina nesiotis
Q3136341,Progne dominicensis
Q3320957,Coracina polioptera
Q1924068,Nectarinia bocagii
Q2667598,Coracina caeruleogrisea
Q2667654,Coracina atriceps
Q3136301,Progne cryptoleuca
Q3233186,Coracina fimbriata
Q3321031,Coracina melas
Q30686680,Geospiza propinqua
Q849992,Nectarinia kilimensis
Q1058034,Nectarinia zeylonica
Q2606563,Cyanomitra veroxii
Q3175976,Coracina abbotti
Q3321059,Coracina incerta
Q19698216,Cyanomitra obscura
Q11845855,Nectarinia stuhlmanni
Q2667801,Progne tapera
Q3115158,Coracina ceramensis
Q3136297,Progne chalybea
Q3136322,Progne elegans
Q3320965,Coracina azurea
Q520245,Xenopirostris damii
Q22081851,Nectarinia asiatica
Q1586796,Nectarinia tacazze
Q2225572,Nectarinia purpureiventris
Q2667574,Coracina lineata
Q2757465,Coracina newtoni
Q3076958,Xenopirostris polleni
Q3320598,Coracina morio
Q1267703,Drymophila squamata
Q1267803,Nothoprocta ornata
Q1301481,Diglossa plumbea
Q2669165,Urosphena squameiceps
Q113125,Drymophila ferruginea
Q843185,Eudromia elegans
Q1262031,Nothoprocta cinerascens
Q251036,Ochetorhynchus phoenicurus
Q536912,Diglossa albilatera
Q625481,Diglossa major
Q661929,Doryfera johannae
Q860730,Nothoprocta perdicaria
Q942943,Discosura conversii
Q1259919,Ochetorhynchus andaecola
Q1265731,Drymophila devillei
Q1266335,Thamnomanes schistogynus
Q1270445,Nothoprocta pentlandii
Q1271702,Lepidopyga coeruleogularis
Q1272591,Nothoprocta curvirostris
Q3319590,Urosphena subulata
Q809271,Diglossa mystacalis
Q1266023,Drymophila genei
Q1273051,Discosura langsdorffi
Q1565826,Diglossa brunneiventris
Q31874670,Terpsiphone floris
Q204052,Diglossa baritula
Q963942,Doryfera ludovicae
Q22117129,Terpsiphone incei
Q1089078,Nothoprocta taczanowskii
Q1269195,Drymophila rubricollis
Q1272932,Lepidopyga goudoti
Q1274466,Ochetorhynchus melanurus
Q1301708,Diglossa cyanea
Q1302468,Diglossa indigotica
Q1584955,Diglossa lafresnayii
Q1586490,Diglossa gloriosissima
Q3026839,Dicaeum pectorale
Q3551001,Dicaeum dayakorum
Q251765,Eudromia formosa
Q370309,Diglossa sittoides
Q10755125,Dicaeum erythrothorax
Q970207,Diglossa glauca
Q1261312,Drymophila ochropyga
Q1273014,Thamnomanes caesius
Q1543897,Diglossa carbonaria
Q910102,Drymophila caudata
Q31874578,Dicaeum kampalili
Q546324,Diglossa gloriosa
Q576662,Thamnomanes ardesiacus
Q589812,Scelorchilus albicollis
Q882410,Lepidopyga lilliae
Q1262783,Scelorchilus rubecula
Q1262920,Thamnomanes saturninus
Q1264250,Ochetorhynchus ruficaudus
Q1269750,Discosura popelairii
Q1302271,Diglossa caerulescens
Q3026826,Dicaeum eximium
Q606575,Urosphena whiteheadi
Q922321,Discosura longicaudus
Q22117249,Terpsiphone affinis
Q3026847,Dicaeum melanoxanthum
Q3878769,Nothoprocta kalinowskii
Q6419588,Drymophila klagesi
Q40991792,Dendrocolaptes concolor
Q1266324,Drymophila malura
Q1267551,Discosura letitiae
Q1586820,Diglossa humeralis
Q210791,Cisticola juncidis
Q657172,Rhabdornis inornatus
Q1091330,Sterrhoptilus capitalis
Q1306353,Calamonastes fasciolatus
Q1585903,Dives warczewiczi
Q1590193,Cisticola erythrops
Q2225222,Cisticola pipiens
Q3320975,Macronus ptilosus
Q1259717,Mitu salvini
Q1588185,Sturnia sinensis
Q1837277,Rhabdornis mystacalis
Q1923503,Cisticola cinereolus
Q3314347,Calamonastes simplex
Q4865244,Camaroptera brachyura
Q7625444,Struthio linxiaensis
Q974220,Cracticus torquatus
Q1923463,Cisticola troglodytes
Q2934644,Camaroptera brevicaudata
Q3726852,Macronus bornensis
Q1588436,Chrysomus ruficapillus
Q10821987,Sturnia blythii
Q652266,Argusianus argus
Q795503,Cisticola exilis
Q1091303,Sterrhoptilus dennistouni
Q1264409,Mitu tomentosum
Q1314688,Euphagus carolinus
Q1587109,Camaroptera harterti
Q1589691,Chrysomus icterocephalus
Q107495703,Sterrhoptilus affinis
Q1923366,Cisticola guinea
Q1923584,Cisticola aberdare
Q545554,Mitu mitu
Q839628,Rhabdornis grandis
Q1305597,Cisticola ayresii
Q1314566,Cisticola subruficapilla
Q2667896,Camaroptera superciliaris
Q3115148,Lobotos oriolinus
Q3231648,Lobotos lobatus
Q1988064,Struthio molybdophanes
Q2077795,Macronus striaticeps
Q2745282,Macronus gularis
Q3315496,Sturnia erythropygia
Q1301153,Cracticus nigrogularis
Q1305572,Cisticola aberrans
Q1588405,Dives dives
Q3314790,Camaroptera chloronota
Q367031,Mitu tuberosum
Q1585761,Dives atroviolaceus
Q2225148,Cisticola bodessa
Q21236281,Aepyornis hildebrandti
Q251930,Parkerthraustes humeralis
Q507250,Sericossypha albocristata
Q941552,Leptopterus chabert
Q1061278,Gymnocichla nudiceps
Q1194048,Euryceros prevostii
Q428748,Schoeniophylax phryganophilus
Q1589875,Melanospiza richardsoni
Q2479842,Mystacornis crossleyi
Q1140949,Gymnorhina tibicen
Q249695,Scotocerca inquieta
Q1840756,Oreoica gutturalis
Q839539,Ithaginis cruentus
Q614649,Pygiptila stellaris
Q942742,Hellmayrea gularis
Q1836423,Euryptila subcinnamomea
Q589026,Spartonoica maluroides
Q1587450,Malcorus pectoralis
Q639889,Scissirostrum dubium
Q679711,Rhodinocichla rosea
Q863095,Oculocincta squamifrons
Q945879,Neoctantes niger
Q1084883,Myrmochanes hemileucus
Q1191284,Melophus lathami
Q1302206,Linurgus olivaceus
Q1584943,Nesopsar nigerrimus
Q1585228,Oriturus superciliosus
Q2247983,Erpornis zantholeuca
Q2668006,Hypergerus atriceps
Q2676079,Megazosterops palauensis
Q549398,Pinaroloxias inornata
Q744905,Glyphorynchus spirurus
Q756868,Leucopsar rothschildi
Q628707,Pygarrhichas albogularis
Q671425,Phainoptila melanoxantha
Q918340,Nesospingus speculiferus
Q992570,Euneornis campestris
Q1065486,Oreomanes fraseri
Q1308335,Magumma parva
Q1591466,Grafisia torquata
Q1905140,Incana incana
Q1585397,Hylocitrea bonensis
Q3315804,Hemitesia neumanni
Q167230,Tichodroma muraria
Q260726,Peucedramus taeniatus
Q916871,Neothraupis fasciata
Q691183,Tickellia hodgsoni
Q761854,Nephelornis oneilli
Q844179,Myornis senilis
Q905062,Neolalage banksiana
Q1038217,Megaxenops parnaguae
Q1038792,Limnoctites rectirostris
Q1193043,Falculea palliata
Q1585995,Gnorimopsar chopi
Q1587085,Oxylabes madagascariensis
Q2668021,Oriolia bernieri
Q28920954,Melanospiza bicolor
Q609883,Schetba rufa
Q788509,Nothocrax urumutum
Q875953,Microrhopias quixensis
Q1042575,Iridophanes pulcherrimus
Q2538945,Hartertula flavoviridis
Q387126,Teledromas fuscus
Q583812,Tersina viridis
Q775691,Loxipasser anoxanthus
Q843631,Microxenops milleri
Q903099,Liosceles thoracicus
Q1586166,Lampropsar tanagrinus
Q2911527,Eulacestoma nigropectus
Q263740,Rhynchophanes mccownii
Q841830,Metabolus rugensis
Q1077059,Ocreatus underwoodii
Q1130168,Limnornis curvirostris
Q1303721,Oreopsar bolivianus
Q1587130,Eucometis penicillata
Q1588493,Kenopia striata
Q30693869,Ocreatus addae
Q30692891,Ocreatus peruanus
Q221256,Melopyrrha nigra
Q918308,Tangara heinei
Q1311233,Ploceus badius
Q1587510,Tangara argyrofenges
Q1587899,Loxigilla noctis
Q1591515,Molothrus rufoaxillaris
Q2225082,Nicator chloris
Q2409885,Loxigilla portoricensis
Q2630962,Tangara johannae
Q3727694,Schoenicola platyurus
Q901568,Molothrus ater
Q1319774,Ploceus philippinus
Q1586890,Molothrus bonariensis
Q384361,Tangara xanthogastra
Q539547,Tangara rufigenis
Q645658,Tangara xanthocephala
Q918165,Tangara nigroviridis
Q918311,Tangara punctata
Q1317073,Ploceus hypoxanthus
Q1317295,Ploceus bicolor
Q1543890,Tangara chilensis
Q2225220,Nicator vireo
Q2630992,Tangara icterocephala
Q628075,Tangara cayana
Q513267,Lampornis viridipallens
Q794366,Tangara cyanicollis
Q1071698,Tangara fastuosa
Q1314594,Ploceus preussi
Q1314613,Ploceus dorsomaculatus
Q1587330,Tangara cyanoventris
Q1589673,Molothrus oryzivorus
Q1590551,Tangara inornata
Q277660,Urosticte benjamini
Q688607,Tangara schrankii
Q786744,Tangara peruviana
Q1042037,Tangara dowii
Q1586689,Tangara cyanoptera
Q3114704,Lanio leucothorax
Q776016,Tangara arthus
Q303412,Tangara preciosa
Q1042525,Tangara labradorides
Q1587419,Tangara desmaresti
Q2226414,Loxigilla barbadensis
Q2406809,Tangara larvata
Q2668130,Nemosia pileata
Q3117527,Lanio versicolor
Q838355,Lampornis castaneoventris
Q1042519,Tangara lavinia
Q1068810,Idiopsar brachyurus
Q1190592,Molothrus aeneus
Q1266720,Lampornis amethystinus
Q1720561,Tangara parzudakii
Q2963858,Incaspiza pulchra
Q3726383,Schoenicola brevirostris
Q268047,Lampornis clemenciae
Q838353,Lampornis calolaemus
Q1067111,Tangara cucullata
Q1312295,Ploceus albinucha
Q1314032,Ploceus megarhynchus
Q1587479,Tangara cyanocephala
Q1587552,Tangara callophrys
Q2668365,Lophospingus griseocristatus
Q3314804,Nicator gularis
Q538602,Tangara seledon
Q248299,Tangara cyanotis
Q576605,Urosticte ruficrissa
Q768646,Tangara vassorii
Q918318,Tangara vitriolina
Q1262172,Lampornis sybillae
Q1311967,Ploceus insignis
Q1587008,Lophospingus pusillus
Q1587355,Lamprospiza melanoleuca
Q1591271,Lanio fulvus
Q2982562,Lampornis cinereicauda
Q3114737,Loxigilla violacea
Q27074784,Lampornis hemileucus
Q28856127,Melopyrrha portoricensis
Q790515,Pithys albifrons
Q845227,Sclerurus guatemalensis
Q2229906,Rhynchospiza stolzmanni
Q2926374,Peucaea botterii
Q3314670,Peucaea humeralis
Q62132065,Schoenicola striatus
Q384702,Pipraeidea melanonota
Q531879,Peucaea carpalis
Q782336,Sclerurus mexicanus
Q845231,Sclerurus caudacutus
Q1042604,Saltatricula multicolor
Q1259459,Sephanoides sephaniodes
Q1272608,Pseudasthenes patagonica
Q2637638,Tangara guttata
Q2934247,Tangara viridicollis
Q3113953,Ptyonoprogne obsoleta
Q3726291,Tesia olivea
Q18046732,Sclerurus obscurior
Q2669189,Tangara mexicana
Q844032,Sclerurus albigularis
Q845220,Sclerurus scansor
Q2934249,Tangara palmeri
Q28869927,Idiopsar erythronotus
Q27074556,Peliperdix coqui
Q18468815,Tangara brasiliensis
Q31874237,Sclerurus cearensis
Q213216,Ptyonoprogne rupestris
Q1037470,Tesia castaneocoronata
Q1262642,Pseudasthenes cactorum
Q2229917,Peucaea aestivalis
Q28920936,Tangara sayaca
Q589526,Sclerurus rufigularis
Q606692,Tesia superciliaris
Q2229881,Peucaea ruficauda
Q2879302,Tangara varia
Q2934248,Tangara nigrocincta
Q2934255,Tangara ruficervix
Q2637243,Tangara chrysotis
Q2668938,Rhynchospiza strigiceps
Q3314735,Peucaea mystacalis
Q27074557,Peliperdix albogularis
Q28920876,Tangara episcopus
Q40634707,Ploceus sp.
Q2667930,Tesia cyaniventer
Q1263194,Peliperdix lathami
Q1271772,Sephanoides fernandensis
Q1274224,Pseudasthenes steinbachi
Q1587700,Peucaea sumichrasti
Q1591506,Pipraeidea bonariensis
Q606609,Tesia everetti
Q1271712,Pseudasthenes humicola
Q2229803,Peucaea cassinii
Q2637216,Tangara florida
Q2669325,Tangara cabanisi
Q2669329,Tangara gyrola
Q2672660,Ptyonoprogne concolor
Q2934254,Tangara rufigula
Q2934252,Tangara velia
Q28869989,Rhopospina fruticeti
Q25252247,Ptyonoprogne fuligula
Q28920922,Tangara palmarum
Q31874096,Ploceus castaneofuscus
Q1317349,Batis molitor
Q2823617,Gampsorhynchus torquatus
Q1317337,Batis soror
Q1442318,Gampsorhynchus rufulus
Q1591472,Rukia ruki
Q1922939,Platysteira albifrons
Q3315365,Artisornis moreaui
Q1591688,Agelasticus thilius
Q12266029,Platysteira hormophora
Q2668930,Agelasticus xanthophthalmus
Q1310793,Batis margaritae
Q1316943,Prionops plumatus
Q1317327,Batis pririt
Q1585047,Graminicola bengalensis
Q25167830,Hesperiphona vespertina
Q1310779,Prionops alberti
Q3729668,Platysteira concreta
Q21263724,Falcunculus leucogaster
Q1317426,Platysteira jamesoni
Q1317435,Platysteira chalybea
Q1923019,Platysteira cyanea
Q5420418,Batis erlangeri
Q2668913,Agelasticus cyanopus
Q27075600,Notopholia corrusca
Q1315092,Platysteira castanea
Q1317309,Batis fratrum
Q1317375,Batis capensis
Q1317489,Platysteira blissetti
Q1923105,Rukia longirostra
Q118917,Hesperiphona abeillei
Q1307790,Batis orientalis
Q1310288,Batis poensis
Q2225685,Cisticola njombe
Q2225724,Cisticola angusticauda
Q3314662,Cisticola anonymus
Q945676,Promerops gurneyi
Q1002569,Promerops cafer
Q2225301,Melampitta lugubris
Q2226487,Cisticola robustus
Q2941279,Cracticus cassicus
Q3726427,Cisticola cantans
Q1063238,Willisornis poecilinotus
Q21283058,Hylopsar cupreocauda
Q21283067,Hylopsar purpureiceps
Q1038744,Hyloctistes subulatus
Q1304910,Prionops retzii
Q1310740,Prionops caniceps
Q1310768,Prionops scopifrons
Q12255854,Cisticola lugubris
Q12255855,Cisticola marginatus
Q2225735,Cisticola lais
Q2701378,Cisticola cherina
Q2941277,Cracticus mentalis
Q3314624,Cisticola bulliens
Q3314688,Cisticola nigriloris
Q3726447,Cisticola lateralis
Q4355051,Cracticus argenteus
Q2669160,Cracticus quoyi
Q10748929,Cisticola cinnamomeus
Q1274282,Willisornis vidua
Q1304974,Falcunculus frontatus
Q1308692,Batis perkeo
Q1308750,Batis minulla
Q12255852,Cisticola luapula
Q2225357,Cisticola woosnami
Q2225744,Cisticola rufilatus
Q2225928,Cisticola tinniens
Q2226510,Cisticola aridulus
Q1307511,Batis mixta
Q1308702,Batis minor
Q1308783,Batis senegalensis
Q3314705,Cisticola hunteri
Q3315002,Cisticola brunnescens
Q541942,Prionops gabela
Q582561,Platysteira peltata
Q1310722,Prionops poliolophus
Q2225630,Cisticola chiniana
Q2225661,Cisticola brachypterus
Q2225714,Cisticola eximius
Q3314954,Cisticola rufus
Q3315833,Cisticola textrix
Q3726434,Cisticola natalensis
Q1307453,Batis diops
Q2225703,Cisticola ruficeps
Q2225756,Cisticola melanurus
Q2225936,Cisticola fulvicapilla
Q3319526,Cisticola chubbi
Q2225696,Cisticola dambo
Q3315557,Cisticola galactotes
Q3726868,Cisticola nana
Q7616388,Calamonastes stierlingi
Q25260104,Cracticus tibicen
Q591208,Palmeria dolei
Q760949,Callaeas cinereus
Q854701,Myrtis fanny
Q1303497,Elaphrornis palliseri
Q2669176,Coccycolius iris
Q1072367,Chrysolampis mosquitus
Q490470,Haplochelidon andecola
Q651404,Xenodacnis parina
Q1055812,Nasica longirostris
Q1193374,Batara cinerea
Q105424804,Gypsophila annamensis
Q943686,Himatione sanguinea
Q12255595,Callaeas wilsoni
Q31874539,Xenodacnis petersi
Q589093,Sappho sparganurus
Q1086560,Urolestes melanoleucus
Q1318330,Lanioturdus torquatus
Q27075736,Agraphospiza rubescens
Q27075755,Himatione fraithii
Q27075857,Chrysocorythus estherae
Q874907,Myrmornis torquata
Q20823352,Pastor roseus
Q898984,Porphyrospiza caerulescens
Q941934,Vanga curvirostris
Q945015,Siptornis striaticollis
Q1271642,Euchrepomis callinota
Q1273910,Euchrepomis spodioptila
Q1308363,Megabyas flammulatus
Q383575,Taraba major
Q908815,Euchrepomis humeralis
Q1082851,Phaenostictus mcleannani
Q2267245,Heliolais erythropterus
Q27075119,Rhopias gularis
Q186184,Carpodacus roborowskii
Q31872933,Chrysocorythus mindanensis
Q2118095,Hypogramma hypogrammicum
Q25249035,Oreophilais robertsi
Q593018,Rhodopis vesper
Q930693,Megastictus margaritatus
Q27075584,Elachura formosa
Q27075738,Procarduelis nipalensis
Q28499108,Procarduelis rubescens
Q1266973,Thripadectes flammulatus
Q1269494,Xenerpestes singularis
Q1586785,Haplospiza unicolor
Q2668204,Actinodura nipalensis
Q2668236,Actinodura waldeni
Q849007,Pteroptochos castaneus
Q1262083,Formicivora iheringi
Q1269465,Lepidocolaptes angustirostris
Q1273260,Pteroptochos megapodius
Q2629158,Hemispingus xanthophthalmus
Q2823625,Actinodura sodangorum
Q3182659,Hemispingus parodii
Q3182676,Hemispingus goeringi
Q3182680,Hemispingus reyi
Q3182694,Hemispingus verticalis
Q204160,Formicivora rufa
Q1268825,Lepidocolaptes squamatus
Q1304631,Hemispingus rufosuperciliaris
Q12257912,Formicivora intermedia
Q1923042,Trochocercus nitens
Q7419736,Drymophila hellmayri
Q612190,Lepidocolaptes affinis
Q1035250,Hemispingus frontalis
Q1261027,Thripadectes ignobilis
Q1262358,Formicivora grantsaui
Q1264746,Formicivora serrana
Q1265448,Thripadectes holostictus
Q1272909,Formicivora grisea
Q2628952,Hemispingus atropileus
Q2668189,Actinodura ramsayi
Q16089868,Formicivora paludicola
Q240367,Hemispingus superciliaris
Q1084570,Florisuga mellivora
Q1269805,Formicivora melanogaster
Q1270565,Lepidocolaptes leucogaster
Q1271599,Xenerpestes minlosi
Q1273919,Lepidocolaptes albolineatus
Q1274677,Thripadectes scrutator
Q1586058,Haplospiza rustica
Q7622630,Drymophila striaticeps
Q1041651,Phedina borbonica
Q1259494,Thripadectes rufobrunneus
Q1261850,Thripadectes virgaticeps
Q55116446,Dicaeum ignicolle
Q63902,Lepidocolaptes lacrymiger
